country_province,country_province_lean,commodity,lev1,lev1_name,lev2,lev2_name,LCA
CA-ON,Canada - Ontario,"Motor vehicle interior trim, seats and seat parts",2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Motor vehicle metal stampings,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Other miscellaneous motor vehicle parts,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Aircraft,6,Other,06 01,Transport,A4
CA-ON,Canada - Ontario,Aircraft engines,3,Materials,04 014,Transport,A4
CA-ON,Canada - Ontario,Aircraft parts and other aerospace equipment,5,Services,05 03,Transport,A4
CA-ON,Canada - Ontario,"Locomotives, railway rolling stock, and rapid transit equipment",2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Parts of railway rolling stock,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Ships,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Boats and personal watercraft,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Other transportation equipment and related parts,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Wood cabinets and counter tops,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,Household furniture,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,"Institutional and other furniture, n.e.c.",3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,Office furniture,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,Office and store fixtures,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,Mattresses and foundations,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,"Blinds, shades, and curtain fixtures",3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,"Medical, dental and personal safety supplies, instruments and equipment",6,Other,06 01,Other,A1-A3
CA-ON,Canada - Ontario,Jewellery and silverware,6,Other,06 01,Other,A1-A3
CA-ON,Canada - Ontario,Sporting and athletic goods,6,Other,06 01,Other,A1-A3
CA-ON,Canada - Ontario,Toys and games,6,Other,06 01,Other,A1-A3
CA-ON,Canada - Ontario,Office supplies (except paper),3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,Signs,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,Other miscellaneous manufactured products,3,Materials,04 06,Other,A1-A3
CA-ON,Canada - Ontario,"Custom manufacturing services (except printing, finishing of textiles and metals)",5,Services,05 03,ManufacturingServices,A1-A3
CA-ON,Canada - Ontario,Wholesale margins - farm products,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Wholesale margins - petroleum and petroleum products,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,"Wholesale margins - food, beverages and tobacco products",6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Wholesale margins - personal and household goods,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Wholesale margins - building materials and supplies,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,"Wholesale margins - machinery, equipment and supplies",6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Wholesale margins - miscellaneous products,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Wholesale trade commissions,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - motor vehicles and parts,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - furniture and home furnishings,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - electronics and appliances,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,"Retail margins - building materials, garden equipment and supplies",6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - food and beverages,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - health and personal care products,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - automotive fuels,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - clothing and clothing accessories,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - sporting and leisure products,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - miscellaneous products (except cannabis),6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - cannabis products (licensed),6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - cannabis products (unlicensed),6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Retail margins - household fuels,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Used motor vehicles,2,Transport,03 02,Transport,A4
CA-ON,Canada - Ontario,Other used consumer goods,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Retail trade commissions,6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Air passenger transportation services,6,Other,06 01,Transport,A4
CA-ON,Canada - Ontario,Air freight transportation services,5,Services,05 03,Transport,A4
CA-ON,Canada - Ontario,Air specialty services,3,Materials,04 014,Transport,A4
CA-ON,Canada - Ontario,Rail passenger transportation services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Rail freight transportation services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Water passenger transportation services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Water freight transportation services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Moving services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Road transportation services for general freight,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Road transportation services for specialized freight,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Urban transit services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Interurban and rural bus passenger transportation services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,School bus services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Other transit and passenger transportation services by road,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Scenic and sightseeing tour services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Taxi and limousine services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Transportation of natural gas by pipeline,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Transportation of crude oil and other commodities by pipeline,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Air transportation support services,3,Materials,04 03,Transport,A4
CA-ON,Canada - Ontario,Aircraft maintenance and repair services,3,Materials,04 04,Transport,A4
CA-ON,Canada - Ontario,"Rail transportation support, maintenance and repair services",2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,"Water transportation support, maintenance and repair services",2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Road transportation support services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Freight transportation arrangement and customs brokering services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Other transportation support services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Postal services,2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,"Courier, parcel, and local messenger and delivery services",2,Transport,02 01,Transport,A4
CA-ON,Canada - Ontario,Grain storage,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Warehousing and storage services (except grain storage),6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Newspapers,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Advertising space in printed newspapers,2,Transport,02 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Periodicals,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Books,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Other published products,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Advertising space in printed periodicals and in other printed publications,2,Transport,03 02,Other,0
CA-ON,Canada - Ontario,Licensing of rights for commercial use of literary works (except software) and artistic works,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,General purpose software,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,"Recorded movies, television programs and videos",6,Other,06 01,Other,0
CA-ON,Canada - Ontario,"Movie, television program and video production, post-production and editing services",6,Other,06 01,Other,0
CA-ON,Canada - Ontario,"Licensing of rights for commercial use of dramatic works, and other copyrighted property n.e.c.",6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Admissions to motion picture film exhibitions,3,Materials,04 03,Other,0
CA-ON,Canada - Ontario,Recorded music and other sound recordings,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Audio recording services and copyright administration,6,Services,06 01,Other,0
CA-ON,Canada - Ontario,Licensing of rights for commercial use of musical works and sound recordings,6,Other,06 01,Other,0
CA-ON,Canada - Ontario,Advertising air time on radio,3,Materials,04 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Advertising air time on television,4,Materials,04 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Fees for the distribution of television and radio program channels (affiliation payments),6,Services,06 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Fixed telecommunications services (except Internet access),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Mobile telecommunications services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Broadcasting and online games distribution services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Fixed Internet access services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Data processing, hosting, and related services (except software as a service, on cloud)",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Subscriptions for online content,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Internet advertising,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other information services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Central banking services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Local credit union services - explicit charges (fees),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Banking and other depository credit intermediation services - explicit charges,4,Materials,04  013,ManufacturingServices,0
CA-ON,Canada - Ontario,Non-depository credit intermediation services - explicit charges (fees),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other services related to credit intermediation,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Investment banking services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Security brokerage and securities dealing services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Portfolio management services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Investment counselling services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Holding company services and other financial investment and related activities,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Life insurance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Health and accident insurance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Vehicle insurance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Property insurance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Liability and other property and casualty insurance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Insurance brokerage and other services related to insurance,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Trusteed pension fund services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Mutual funds (cost of service) and other similar services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Deposit intermediation services indirectly measured (FISIM),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Residential mortgage intermediation services indirectly measured (FISIM),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other loan intermediation services indirectly measured (FISIM),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Rental of residential real estate,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Rental of non-residential real estate,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Imputed rental of owner-occupied dwellings,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Real estate brokerage and other services related to real estate,5,Services,05 03,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Rental and operating leasing services of motor vehicles,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Computer equipment rental and leasing services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Office machinery and equipment (except computer equipment) rental and leasing services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Rental and operating leasing services of commercial and industrial machinery and equipment,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Rental and operating leasing services of other goods,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Licensing of rights for commercial use of non-financial intangible assets (except software and other copyright licensing),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Legal services,5,Services,05 03,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,"Accounting, tax preparation, bookkeeping and payroll services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Architectural, engineering and related services",6,Services,06 01,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Specialized design services,5,Services,05 03,DesignServicesAndMargins,0
CA-ON,Canada - Ontario,Custom software design and development services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Own-account software design and development services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Computer systems design and related services (except software development),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Management, scientific and technical consulting services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Research and development services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Own-account research and development (except software development),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Advertising, public relations, and related services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Photographic services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Veterinary services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Other professional, scientific and technical services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Holding company services (imputed),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Head office services (imputed),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Office administrative services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Employment services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Business support services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Travel arrangement, reservation and planning services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Investigation and security services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Services to buildings and dwellings,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Facilities and other support services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Waste management and remediation services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Tuition and similar fees for elementary and secondary schools,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Tuition and similar fees for colleges and C.E.G.E.P.s,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Tuition and similar fees for universities,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Tuition and similar fees for trade, technical and professional training",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other educational training and services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Physician services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Dental services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other health practitioner services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Medical laboratory diagnostic and testing services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Ambulance services,2,Transport,02 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Hospital services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Nursing and residential care services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Child day-care services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other ambulatory health care services and social assistance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Admissions to live sporting events,3,Materials,04 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Admissions to live performing arts performances,3,Materials,04 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Sport and performing arts event organization services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Career management and representation services of public figures,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Contract production of live performing arts performances, live sporting events and copyrighted works",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Sporting event media rights,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Heritage institution services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Amusement and recreational services,6,Other,06 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Gambling (net wagers),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Room or unit accommodation services for travellers,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Recreational vehicle park and recreational camp services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Rooming and boarding services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Prepared meals,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Alcoholic beverages for immediate consumption,2,Services,02 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Motor vehicle repair and maintenance services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Repair and maintenance services (except for buildings and transportation equipment),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Funeral services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Laundry, dry-cleaning and related services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Hair care and aesthetic services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Parking services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other personal and personal care services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other membership services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Babysitting services,6,Services,06 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Private household services (except babysitting),5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Sales of other services by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Sales of other government services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Repair and maintenance,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Operating supplies,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Office supplies,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Advertising, promotion, meals and entertainment",6,Other,06 01,ManufacturingServices,0
CA-ON,Canada - Ontario,"Travel, meetings and conventions",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Transportation margins,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Educational services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Ambulatory health care services provided by Non-Profit Institutions Serving Households,5,ConstructionSector,05 02,ManufacturingServices,0
CA-ON,Canada - Ontario,Social assistance services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Arts, entertainment and recreation services provided by Non-Profit Institutions Serving Households",6,Services,06 01,ManufacturingServices,0
CA-ON,Canada - Ontario,Religious services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,"Grant-making, civic, and professional and similar organization services",5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Labour organization membership services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Political organization services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Elementary and secondary school services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Community college and C.E.G.E.P services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,University services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other educational services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Hospital services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Residential care facility services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Defence services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other federal government services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other provincial and territorial government services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other municipal government services,5,Services,05 03,ManufacturingServices,0
CA-ON,Canada - Ontario,Other aboriginal government services,5,Services,05 03,ManufacturingServices,0
CA-PE,Canada (other),Canola (including rapeseed),6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Oilseeds (except canola),6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Wheat,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Grains (except wheat),6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Fresh potatoes,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Fresh fruit and nuts,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Other miscellaneous crop products,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Fresh vegetables (except potatoes),6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Imputed feed (animal feed produced for own consumption),6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),"Floriculture and nursery products (except cannabis), and sod",6,Materials,06 01,Other,A1-A3
CA-PE,Canada (other),"Cannabis plants, seeds and flowering tops",6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Cattle and calves,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Unprocessed milk,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Hogs,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Eggs in shell,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Poultry,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Other live animals,6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),"Raw furskins, and animal products n.e.c.",6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Imputed fertilizer (fertilizer produced for own consumption),6,Other,06 01,Other,A1-A3
CA-PE,Canada (other),Logs and bolts,4,Materials,04  013,MEP,A1-A3
CA-PE,Canada (other),Pulpwood,4,Materials,04 04,Wood,A1-A3
CA-PE,Canada (other),Fuel wood,4,Materials,04 04,Wood,A1-A3
CA-PE,Canada (other),"Rough untreated poles, posts and piling",4,Materials,04  013,MEP,A1-A3
CA-PE,Canada (other),"Fish, crustaceans, shellfish and other fishery products",6,Other,04  013,Other,A1-A3
CA-PE,Canada (other),Custom work services for forestry,5,Services,05 03,ManufacturingServices,A1-A3
CA-PE,Canada (other),Support services for crop production,5,Services,05 03,ManufacturingServices,A1-A3
CA-PE,Canada (other),"Support services for animal production, hunting and fishing",5,Services,05 03,ManufacturingServices,A1-A3
CA-PE,Canada (other),Support services for forestry,5,Services,05 03,ManufacturingServices,A1-A3
CA-PE,Canada (other),Conventional crude oil,3,Energy,04 11,Energy,A1-A3
CA-PE,Canada (other),Synthetic crude oil,3,Energy,04 11,Energy,A1-A3
CA-PE,Canada (other),Natural gas,1,Energy,01 01,Energy,A1-A3
CA-PE,Canada (other),Natural gas liquids and related products,3,Energy,04 11,Energy,A1-A3
CA-PE,Canada (other),Crude and diluted bitumen,3,Materials,04 11,Asphalt,A1-A3
CA-PE,Canada (other),Coal,3,Energy,04 11,Energy,A1-A3
CA-PE,Canada (other),Iron ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Gold and silver ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Copper ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Nickel ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Lead and zinc ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Radioactive ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Other metal ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-PE,Canada (other),Stone,3,Materials,04 02,Other,A1-A3
CA-PE,Canada (other),"Sand, gravel, clay, and refractory minerals",3,Materials,04 02,Other,A1-A3
CA-PE,Canada (other),Uncut and industrial diamonds,3,Other,04 11,Other,A1-A3
CA-PE,Canada (other),Potash,3,Materials,04 11,Other,A1-A3
CA-PE,Canada (other),Non-metallic minerals (except diamonds),3,Other,04 11,Other,A1-A3
CA-PE,Canada (other),Support services for oil and gas extraction (except exploration),5,Energy,05 03,Energy,A1-A3
CA-PE,Canada (other),Support services for mining and quarrying (except exploration),5,Services,05 03,ManufacturingServices,A1-A3
CA-PE,Canada (other),Oil and gas and mineral exploration,5,Energy,05 03,Energy,A1-A3
CA-PE,Canada (other),Electricity,1,Energy,01 01,Energy,A1-A3
CA-PE,Canada (other),Natural gas distribution,5,Energy,05 03,Energy,A4
CA-PE,Canada (other),Water delivered by water works and irrigation systems,2,Services,02 01,ManufacturingServices,A1-A3
CA-PE,Canada (other),Sewage and dirty water disposal and cleaning services,5,Services,05 03,ManufacturingServices,0
CA-PE,Canada (other),Steam and heated or cooled air or water,2,Services,02 01,ManufacturingServices,A1-A3
CA-PE,Canada (other),Residential buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Industrial buildings (except mine buildings),5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Office buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),"Shopping centres, plazas, malls and stores",5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Other commercial buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),"Schools, colleges, universities and other educational buildings",5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),"Health care buildings, nursing homes and senior citizen homes",5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Other institutional buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),"Highways, roads, streets, bridges and tunnels",5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Other land transportation civil engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Oil and gas extraction sites and structures,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Other oil and gas engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Electric power engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Communications networks,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Marine engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-PE,Canada (other),Waterworks engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
